State,County,Candidate,Party,Incumbent,Votes,Percentage,Winner,Delegates
Massachusetts,Sharon,Donald Trump,Republican,No,593,38.4%,No,40
Massachusetts,Sheffield,Donald Trump,Republican,No,107,53.8%,No,40
Massachusetts,Sheffield,Nikki Haley,Republican,No,80,40.2%,No,0
Massachusetts,Shelburne,Donald Trump,Republican,No,75,52.4%,No,40
Massachusetts,Shelburne,Nikki Haley,Republican,No,63,44.1%,No,0
Massachusetts,Sherborn,Nikki Haley,Republican,No,323,66.3%,No,0
Massachusetts,Sherborn,Donald Trump,Republican,No,139,28.5%,No,40
Massachusetts,Shirley,Donald Trump,Republican,No,465,60.1%,No,40
Massachusetts,Shirley,Nikki Haley,Republican,No,274,35.4%,No,0
Massachusetts,Shrewsbury,Donald Trump,Republican,No,1947,51.8%,No,40
Massachusetts,Shrewsbury,Nikki Haley,Republican,No,1661,44.2%,No,0
Massachusetts,Shutesbury,Nikki Haley,Republican,No,57,49.6%,No,0
Massachusetts,Shutesbury,Donald Trump,Republican,No,49,42.6%,No,40
Massachusetts,Somerset,Donald Trump,Republican,No,1371,75.0%,No,40
Massachusetts,Somerset,Nikki Haley,Republican,No,388,21.2%,No,0
Massachusetts,Somerville,Nikki Haley,Republican,No,1317,54.1%,No,0
Massachusetts,Somerville,Donald Trump,Republican,No,1006,41.3%,No,40
Massachusetts,South Hadley,Donald Trump,Republican,No,963,59.2%,No,40
Massachusetts,South Hadley,Nikki Haley,Republican,No,594,36.5%,No,0
Massachusetts,Southampton,Donald Trump,Republican,No,535,65.5%,No,40
Massachusetts,Southampton,Nikki Haley,Republican,No,249,30.5%,No,0
Massachusetts,Southborough,Nikki Haley,Republican,No,683,57.1%,No,0
Massachusetts,Southborough,Donald Trump,Republican,No,462,38.6%,No,40
Massachusetts,Southbridge,Donald Trump,Republican,No,807,70.6%,No,40
Massachusetts,Southbridge,Nikki Haley,Republican,No,294,25.7%,No,0
Massachusetts,Southwick,Donald Trump,Republican,No,975,70.3%,No,40
Massachusetts,Southwick,Nikki Haley,Republican,No,361,26.0%,No,0
Massachusetts,Spencer,Donald Trump,Republican,No,1080,73.3%,No,40
Massachusetts,Spencer,Nikki Haley,Republican,No,349,23.7%,No,0
Massachusetts,Springfield,Donald Trump,Republican,No,2580,72.7%,No,40
Massachusetts,Springfield,Nikki Haley,Republican,No,843,23.8%,No,0
Massachusetts,Sterling,Donald Trump,Republican,No,797,59.4%,No,40
Massachusetts,Sterling,Nikki Haley,Republican,No,514,38.3%,No,0
Massachusetts,Stockbridge,Nikki Haley,Republican,No,56,54.9%,No,0
Massachusetts,Stockbridge,Donald Trump,Republican,No,40,39.2%,No,40
Massachusetts,Stoneham,Donald Trump,Republican,No,1803,67.2%,No,40
Massachusetts,Stoneham,Nikki Haley,Republican,No,791,29.5%,No,0
Massachusetts,Stoughton,Donald Trump,Republican,No,1586,67.1%,No,40
Massachusetts,Stoughton,Nikki Haley,Republican,No,697,29.5%,No,0
Massachusetts,Stow,Nikki Haley,Republican,No,583,58.7%,No,0
Massachusetts,Stow,Donald Trump,Republican,No,379,38.2%,No,40
Massachusetts,Sturbridge,Donald Trump,Republican,No,821,61.0%,No,40
Massachusetts,Sturbridge,Nikki Haley,Republican,No,477,35.4%,No,0
Massachusetts,Sudbury,Nikki Haley,Republican,No,1210,62.4%,No,0
Massachusetts,Sudbury,Donald Trump,Republican,No,650,33.5%,No,40
Massachusetts,Sunderland,Nikki Haley,Republican,No,112,53.1%,No,0
Massachusetts,Sunderland,Donald Trump,Republican,No,94,44.5%,No,40
Massachusetts,Sutton,Donald Trump,Republican,No,859,61.0%,No,40
Massachusetts,Sutton,Nikki Haley,Republican,No,511,36.3%,No,0
Massachusetts,Swampscott,Donald Trump,Republican,No,761,51.4%,No,40
Massachusetts,Swampscott,Nikki Haley,Republican,No,670,45.3%,No,0
Massachusetts,Swansea,Donald Trump,Republican,No,1357,76.7%,No,40
Massachusetts,Swansea,Nikki Haley,Republican,No,361,20.4%,No,0
Massachusetts,Taunton,Donald Trump,Republican,No,3254,73.5%,No,40
Massachusetts,Taunton,Nikki Haley,Republican,No,1026,23.2%,No,0
Massachusetts,Templeton,Donald Trump,Republican,No,746,70.6%,No,40
Massachusetts,Templeton,Nikki Haley,Republican,No,273,25.8%,No,0
Massachusetts,Tewksbury,Donald Trump,Republican,No,2976,68.7%,No,40
Massachusetts,Tewksbury,Nikki Haley,Republican,No,1229,28.4%,No,0
Massachusetts,Tisbury,Donald Trump,Republican,No,125,48.4%,No,40
Massachusetts,Tisbury,Nikki Haley,Republican,No,121,46.9%,No,0
Massachusetts,Tolland,Donald Trump,Republican,No,55,68.7%,No,40
Massachusetts,Tolland,Nikki Haley,Republican,No,21,26.2%,No,0
Massachusetts,Topsfield,Donald Trump,Republican,No,552,50.6%,No,40
Massachusetts,Topsfield,Nikki Haley,Republican,No,497,45.6%,No,0
Massachusetts,Townsend,Donald Trump,Republican,No,889,64.2%,No,40
Massachusetts,Townsend,Nikki Haley,Republican,No,447,32.3%,No,0
Massachusetts,Truro,Nikki Haley,Republican,No,122,49.6%,No,0
Massachusetts,Truro,Donald Trump,Republican,No,115,46.7%,No,40
Massachusetts,Tyngsborough,Donald Trump,Republican,No,1146,64.9%,No,40
Massachusetts,Tyngsborough,Nikki Haley,Republican,No,567,32.1%,No,0
Massachusetts,Tyringham,Donald Trump,Republican,No,32,60.4%,No,40
Massachusetts,Tyringham,Nikki Haley,Republican,No,19,35.8%,No,0
Massachusetts,Upton,Donald Trump,Republican,No,598,51.5%,No,40
Massachusetts,Upton,Nikki Haley,Republican,No,524,45.1%,No,0
Massachusetts,Uxbridge,Donald Trump,Republican,No,1268,65.9%,No,40
Massachusetts,Uxbridge,Nikki Haley,Republican,No,592,30.7%,No,0
Massachusetts,Wakefield,Donald Trump,Republican,No,2017,61.8%,No,40
Massachusetts,Wakefield,Nikki Haley,Republican,No,1139,34.9%,No,0
Massachusetts,Wales,Donald Trump,Republican,No,201,75.0%,No,40
Massachusetts,Wales,Nikki Haley,Republican,No,58,21.6%,No,0
Massachusetts,Walpole,Donald Trump,Republican,No,2077,57.0%,No,40
Massachusetts,Walpole,Nikki Haley,Republican,No,1446,39.7%,No,0
Massachusetts,Waltham,Donald Trump,Republican,No,2243,59.4%,No,40
Massachusetts,Waltham,Nikki Haley,Republican,No,1409,37.3%,No,0
Massachusetts,Ware,Donald Trump,Republican,No,701,73.2%,No,40
Massachusetts,Ware,Nikki Haley,Republican,No,226,23.6%,No,0
Massachusetts,Wareham,Donald Trump,Republican,No,1896,70.9%,No,40
Massachusetts,Wareham,Nikki Haley,Republican,No,706,26.4%,No,0
Massachusetts,Warren,Donald Trump,Republican,No,456,74.3%,No,40
Massachusetts,Warren,Nikki Haley,Republican,No,146,23.8%,No,0
Massachusetts,Warwick,Nikki Haley,Republican,No,44,50.0%,No,0
Massachusetts,Warwick,Donald Trump,Republican,No,40,45.5%,No,40
Massachusetts,Washington,Donald Trump,Republican,No,30,50.8%,No,40
Massachusetts,Washington,Nikki Haley,Republican,No,29,49.2%,No,0
Massachusetts,Watertown,Donald Trump,Republican,No,1020,53.5%,No,40
Massachusetts,Watertown,Nikki Haley,Republican,No,822,43.1%,No,0
Massachusetts,Wayland,Nikki Haley,Republican,No,856,65.4%,No,0
Massachusetts,Wayland,Donald Trump,Republican,No,382,29.2%,No,40
Massachusetts,Webster,Donald Trump,Republican,No,1046,70.6%,No,40
Massachusetts,Webster,Nikki Haley,Republican,No,387,26.1%,No,0
Massachusetts,Wellesley,Nikki Haley,Republican,No,1909,65.0%,No,0
Massachusetts,Wellesley,Donald Trump,Republican,No,890,30.3%,No,40
Massachusetts,Wellfleet,Nikki Haley,Republican,No,159,47.0%,No,0
Massachusetts,Wellfleet,Donald Trump,Republican,No,159,47.0%,No,40
Massachusetts,Wendell,Nikki Haley,Republican,No,40,53.3%,No,0
Massachusetts,Wendell,Donald Trump,Republican,No,31,41.3%,No,40
Massachusetts,Wenham,Nikki Haley,Republican,No,300,54.6%,No,0
Massachusetts,Wenham,Donald Trump,Republican,No,229,41.7%,No,40
Massachusetts,West Boylston,Donald Trump,Republican,No,602,55.8%,No,40
Massachusetts,West Boylston,Nikki Haley,Republican,No,428,39.7%,No,0
Massachusetts,West Bridgewater,Donald Trump,Republican,No,849,72.1%,No,40
Massachusetts,West Bridgewater,Nikki Haley,Republican,No,288,24.5%,No,0
Massachusetts,West Brookfield,Donald Trump,Republican,No,340,66.9%,No,40
Massachusetts,West Brookfield,Nikki Haley,Republican,No,156,30.7%,No,0
Massachusetts,West Newbury,Donald Trump,Republican,No,383,51.5%,No,40
Massachusetts,West Newbury,Nikki Haley,Republican,No,337,45.4%,No,0
Massachusetts,West Springfield,Donald Trump,Republican,No,1358,70.1%,No,40
Massachusetts,West Springfield,Nikki Haley,Republican,No,521,26.9%,No,0
Massachusetts,West Stockbridge,Donald Trump,Republican,No,43,50.0%,No,40
Massachusetts,West Stockbridge,Nikki Haley,Republican,No,39,45.3%,No,0
Massachusetts,West Tisbury,Donald Trump,Republican,No,101,52.6%,No,40
Massachusetts,West Tisbury,Nikki Haley,Republican,No,90,46.9%,No,0
Massachusetts,Westborough,Nikki Haley,Republican,No,925,53.2%,No,0
Massachusetts,Westborough,Donald Trump,Republican,No,743,42.8%,No,40
Massachusetts,Westfield,Donald Trump,Republican,No,2614,68.8%,No,40
Massachusetts,Westfield,Nikki Haley,Republican,No,1045,27.5%,No,0
Massachusetts,Westford,Nikki Haley,Republican,No,1680,51.7%,No,0
Massachusetts,Westford,Donald Trump,Republican,No,1450,44.6%,No,40
Massachusetts,Westhampton,Donald Trump,Republican,No,128,58.7%,No,40
Massachusetts,Westhampton,Nikki Haley,Republican,No,86,39.4%,No,0
Massachusetts,Westminster,Donald Trump,Republican,No,814,63.1%,No,40
Massachusetts,Westminster,Nikki Haley,Republican,No,436,33.8%,No,0
Massachusetts,Weston,Nikki Haley,Republican,No,749,65.8%,No,0
Massachusetts,Weston,Donald Trump,Republican,No,348,30.6%,No,40
Massachusetts,Westport,Donald Trump,Republican,No,1473,72.6%,No,40
Massachusetts,Westport,Nikki Haley,Republican,No,495,24.4%,No,0
Massachusetts,Westwood,Nikki Haley,Republican,No,1045,51.4%,No,0
Massachusetts,Westwood,Donald Trump,Republican,No,921,45.3%,No,40
Massachusetts,Weymouth,Donald Trump,Republican,No,4332,67.0%,No,40
Massachusetts,Weymouth,Nikki Haley,Republican,No,1946,30.1%,No,0
Massachusetts,Whately,Donald Trump,Republican,No,90,50.6%,No,40
Massachusetts,Whately,Nikki Haley,Republican,No,83,46.6%,No,0
Massachusetts,Whitman,Donald Trump,Republican,No,1423,71.0%,No,40
Massachusetts,Whitman,Nikki Haley,Republican,No,515,25.7%,No,0
Massachusetts,Wilbraham,Donald Trump,Republican,No,1091,61.7%,No,40
Massachusetts,Wilbraham,Nikki Haley,Republican,No,602,34.1%,No,0
Massachusetts,Williamsburg,Donald Trump,Republican,No,89,49.4%,No,40
Massachusetts,Williamsburg,Nikki Haley,Republican,No,86,47.8%,No,0
Massachusetts,Williamstown,Nikki Haley,Republican,No,136,52.7%,No,0
Massachusetts,Williamstown,Donald Trump,Republican,No,115,44.5%,No,40
Massachusetts,Wilmington,Donald Trump,Republican,No,2275,66.6%,No,40
Massachusetts,Wilmington,Nikki Haley,Republican,No,1051,30.8%,No,0
Massachusetts,Winchendon,Donald Trump,Republican,No,881,74.5%,No,40
Massachusetts,Winchendon,Nikki Haley,Republican,No,270,22.8%,No,0
Massachusetts,Winchester,Nikki Haley,Republican,No,1258,54.3%,No,0
Massachusetts,Winchester,Donald Trump,Republican,No,985,42.5%,No,40
Massachusetts,Windsor,Nikki Haley,Republican,No,46,50.0%,No,0
Massachusetts,Windsor,Donald Trump,Republican,No,45,48.9%,No,40
Massachusetts,Winthrop,Donald Trump,Republican,No,1201,69.7%,No,40
Massachusetts,Winthrop,Nikki Haley,Republican,No,468,27.2%,No,0
Massachusetts,Woburn,Donald Trump,Republican,No,2874,68.4%,No,40
Massachusetts,Woburn,Nikki Haley,Republican,No,1186,28.2%,No,0
Massachusetts,Worcester,Donald Trump,Republican,No,5063,66.5%,No,40
Massachusetts,Worcester,Nikki Haley,Republican,No,2293,30.1%,No,0
Massachusetts,Worthington,Donald Trump,Republican,No,71,53.0%,No,40
Massachusetts,Worthington,Nikki Haley,Republican,No,58,43.3%,No,0
Massachusetts,Wrentham,Donald Trump,Republican,No,1204,58.2%,No,40
Massachusetts,Wrentham,Nikki Haley,Republican,No,794,38.4%,No,0
Massachusetts,Yarmouth,Donald Trump,Republican,No,2251,62.3%,No,40
Massachusetts,Yarmouth,Nikki Haley,Republican,No,1241,34.3%,No,0
Minnesota,Aitkin,Donald Trump,Republican,No,1634,77.3%,No,27
Minnesota,Aitkin,Nikki Haley,Republican,No,425,20.1%,No,0
Minnesota,Anoka,Donald Trump,Republican,No,16806,72.5%,No,27
Minnesota,Anoka,Nikki Haley,Republican,No,5900,25.4%,No,0
Minnesota,Becker,Donald Trump,Republican,No,2189,80.8%,No,27
Minnesota,Becker,Nikki Haley,Republican,No,464,17.1%,No,0
Minnesota,Beltrami,Donald Trump,Republican,No,2216,77.8%,No,27
Minnesota,Beltrami,Nikki Haley,Republican,No,577,20.3%,No,0
Minnesota,Benton,Donald Trump,Republican,No,2151,80.2%,No,27
Minnesota,Benton,Nikki Haley,Republican,No,483,18.0%,No,0
Minnesota,Big Stone,Donald Trump,Republican,No,414,72.4%,No,27
Minnesota,Big Stone,Nikki Haley,Republican,No,137,23.9%,No,0
Minnesota,Blue Earth,Donald Trump,Republican,No,2624,69.3%,No,27
Minnesota,Blue Earth,Nikki Haley,Republican,No,1061,28.0%,No,0
Minnesota,Brown,Donald Trump,Republican,No,1552,72.0%,No,27
Minnesota,Brown,Nikki Haley,Republican,No,558,25.9%,No,0
Minnesota,Carlton,Donald Trump,Republican,No,1758,72.6%,No,27
Minnesota,Carlton,Nikki Haley,Republican,No,584,24.1%,No,0
Minnesota,Carver,Donald Trump,Republican,No,4482,61.4%,No,27
Minnesota,Carver,Nikki Haley,Republican,No,2650,36.3%,No,0
Minnesota,Cass,Donald Trump,Republican,No,2891,80.2%,No,27
Minnesota,Cass,Nikki Haley,Republican,No,630,17.5%,No,0
Minnesota,Chippewa,Donald Trump,Republican,No,711,75.2%,No,27
Minnesota,Chippewa,Nikki Haley,Republican,No,205,21.7%,No,0
Minnesota,Chisago,Donald Trump,Republican,No,3200,79.2%,No,27
Minnesota,Chisago,Nikki Haley,Republican,No,765,18.9%,No,0
Minnesota,Clay,Donald Trump,Republican,No,1527,73.2%,No,27
Minnesota,Clay,Nikki Haley,Republican,No,513,24.6%,No,0
Minnesota,Clearwater,Donald Trump,Republican,No,700,85.4%,No,27
Minnesota,Clearwater,Nikki Haley,Republican,No,111,13.5%,No,0
Minnesota,Cook,Donald Trump,Republican,No,349,63.0%,No,27
Minnesota,Cook,Nikki Haley,Republican,No,187,33.7%,No,0
Minnesota,Cottonwood,Donald Trump,Republican,No,567,77.9%,No,27
Minnesota,Cottonwood,Nikki Haley,Republican,No,144,19.8%,No,0
Minnesota,Crow Wing,Donald Trump,Republican,No,4462,79.0%,No,27
Minnesota,Crow Wing,Nikki Haley,Republican,No,1071,19.0%,No,0
Minnesota,Dakota,Donald Trump,Republican,No,17655,64.4%,No,27
Minnesota,Dakota,Nikki Haley,Republican,No,9171,33.5%,No,0
Minnesota,Dodge,Donald Trump,Republican,No,1214,77.2%,No,27
Minnesota,Dodge,Nikki Haley,Republican,No,317,20.2%,No,0
Minnesota,Douglas,Donald Trump,Republican,No,2749,76.6%,No,27
Minnesota,Douglas,Nikki Haley,Republican,No,765,21.3%,No,0
Minnesota,Faribault,Donald Trump,Republican,No,1052,77.6%,No,27
Minnesota,Faribault,Nikki Haley,Republican,No,258,19.0%,No,0
Minnesota,Fillmore,Donald Trump,Republican,No,1258,74.2%,No,27
Minnesota,Fillmore,Nikki Haley,Republican,No,406,24.0%,No,0
Minnesota,Freeborn,Donald Trump,Republican,No,1732,78.8%,No,27
Minnesota,Freeborn,Nikki Haley,Republican,No,417,19.0%,No,0
Minnesota,Goodhue,Donald Trump,Republican,No,2517,70.3%,No,27
Minnesota,Goodhue,Nikki Haley,Republican,No,988,27.6%,No,0
Minnesota,Grant,Donald Trump,Republican,No,591,79.0%,No,27
Minnesota,Grant,Nikki Haley,Republican,No,135,18.0%,No,0
Minnesota,Hennepin,Donald Trump,Republican,No,26701,52.8%,No,27
Minnesota,Hennepin,Nikki Haley,Republican,No,22613,44.8%,No,0
Minnesota,Houston,Donald Trump,Republican,No,1018,74.7%,No,27
Minnesota,Houston,Nikki Haley,Republican,No,315,23.1%,No,0
Minnesota,Hubbard,Donald Trump,Republican,No,1587,81.2%,No,27
Minnesota,Hubbard,Nikki Haley,Republican,No,331,16.9%,No,0
Minnesota,Isanti,Donald Trump,Republican,No,2761,81.9%,No,27
Minnesota,Isanti,Nikki Haley,Republican,No,541,16.1%,No,0
Minnesota,Itasca,Donald Trump,Republican,No,3569,78.8%,No,27
Minnesota,Itasca,Nikki Haley,Republican,No,889,19.6%,No,0
Minnesota,Jackson,Donald Trump,Republican,No,832,80.3%,No,27
Minnesota,Jackson,Nikki Haley,Republican,No,173,16.7%,No,0
Minnesota,Kanabec,Donald Trump,Republican,No,1171,85.1%,No,27
Minnesota,Kanabec,Nikki Haley,Republican,No,183,13.3%,No,0
Minnesota,Kandiyohi,Donald Trump,Republican,No,2074,75.9%,No,27
Minnesota,Kandiyohi,Nikki Haley,Republican,No,589,21.6%,No,0
Minnesota,Kittson,Donald Trump,Republican,No,401,75.9%,No,27
Minnesota,Kittson,Nikki Haley,Republican,No,114,21.6%,No,0
Minnesota,Koochiching,Donald Trump,Republican,No,968,81.3%,No,27
Minnesota,Koochiching,Nikki Haley,Republican,No,202,17.0%,No,0
Minnesota,Lac Qui Parle,Donald Trump,Republican,No,553,77.1%,No,27
Minnesota,Lac Qui Parle,Nikki Haley,Republican,No,145,20.2%,No,0
Minnesota,Lake,Donald Trump,Republican,No,693,72.7%,No,27
Minnesota,Lake,Nikki Haley,Republican,No,239,25.1%,No,0
Minnesota,Lake of the Woods,Donald Trump,Republican,No,548,81.5%,No,27
Minnesota,Lake of the Woods,Nikki Haley,Republican,No,112,16.7%,No,0
Minnesota,Le Sueur,Donald Trump,Republican,No,1973,74.4%,No,27
Minnesota,Le Sueur,Nikki Haley,Republican,No,606,22.9%,No,0
Minnesota,Lincoln,Donald Trump,Republican,No,287,76.7%,No,27
Minnesota,Lincoln,Nikki Haley,Republican,No,74,19.8%,No,0
Minnesota,Lyon,Donald Trump,Republican,No,1265,75.6%,No,27
Minnesota,Lyon,Nikki Haley,Republican,No,365,21.8%,No,0
Minnesota,Mahnomen,Donald Trump,Republican,No,269,74.7%,No,27
Minnesota,Mahnomen,Nikki Haley,Republican,No,83,23.1%,No,0
Minnesota,Marshall,Donald Trump,Republican,No,925,80.6%,No,27
Minnesota,Marshall,Nikki Haley,Republican,No,203,17.7%,No,0
Minnesota,Martin,Donald Trump,Republican,No,1104,77.1%,No,27
Minnesota,Martin,Nikki Haley,Republican,No,304,21.2%,No,0
Minnesota,McLeod,Donald Trump,Republican,No,1821,78.4%,No,27
Minnesota,McLeod,Nikki Haley,Republican,No,444,19.1%,No,0
Minnesota,Meeker,Donald Trump,Republican,No,1420,75.1%,No,27
Minnesota,Meeker,Nikki Haley,Republican,No,412,21.8%,No,0
Minnesota,Mille Lacs,Donald Trump,Republican,No,1683,82.7%,No,27
Minnesota,Mille Lacs,Nikki Haley,Republican,No,308,15.1%,No,0
Minnesota,Morrison,Donald Trump,Republican,No,2969,83.0%,No,27
Minnesota,Morrison,Nikki Haley,Republican,No,529,14.8%,No,0
Minnesota,Mower,Donald Trump,Republican,No,1526,74.0%,No,27
Minnesota,Mower,Nikki Haley,Republican,No,478,23.2%,No,0
Minnesota,Murray,Donald Trump,Republican,No,768,77.3%,No,27
Minnesota,Murray,Nikki Haley,Republican,No,196,19.7%,No,0
Minnesota,Nicollet,Donald Trump,Republican,No,1629,69.0%,No,27
Minnesota,Nicollet,Nikki Haley,Republican,No,678,28.7%,No,0
Minnesota,Nobles,Donald Trump,Republican,No,992,78.0%,No,27
Minnesota,Nobles,Nikki Haley,Republican,No,248,19.5%,No,0
Minnesota,Norman,Donald Trump,Republican,No,393,73.7%,No,27
Minnesota,Norman,Nikki Haley,Republican,No,126,23.6%,No,0
Minnesota,Olmsted,Donald Trump,Republican,No,5872,62.2%,No,27
Minnesota,Olmsted,Nikki Haley,Republican,No,3334,35.3%,No,0
Minnesota,Otter Tail,Donald Trump,Republican,No,3949,78.5%,No,27
Minnesota,Otter Tail,Nikki Haley,Republican,No,972,19.3%,No,0
Minnesota,Pennington,Donald Trump,Republican,No,629,83.6%,No,27
Minnesota,Pennington,Nikki Haley,Republican,No,108,14.4%,No,0
Minnesota,Pine,Donald Trump,Republican,No,2169,81.8%,No,27
Minnesota,Pine,Nikki Haley,Republican,No,432,16.3%,No,0
Minnesota,Pipestone,Donald Trump,Republican,No,659,77.7%,No,27
Minnesota,Pipestone,Nikki Haley,Republican,No,159,18.7%,No,0
Minnesota,Polk,Donald Trump,Republican,No,1700,79.7%,No,27
Minnesota,Polk,Nikki Haley,Republican,No,388,18.2%,No,0
Minnesota,Pope,Donald Trump,Republican,No,813,77.1%,No,27
Minnesota,Pope,Nikki Haley,Republican,No,218,20.7%,No,0
Minnesota,Ramsey,Donald Trump,Republican,No,9907,53.4%,No,27
Minnesota,Ramsey,Nikki Haley,Republican,No,8114,43.7%,No,0
Minnesota,Red Lake,Donald Trump,Republican,No,357,78.3%,No,27
Minnesota,Red Lake,Nikki Haley,Republican,No,89,19.5%,No,0
Minnesota,Redwood,Donald Trump,Republican,No,850,76.8%,No,27
Minnesota,Redwood,Nikki Haley,Republican,No,233,21.1%,No,0
Minnesota,Renville,Donald Trump,Republican,No,681,75.5%,No,27
Minnesota,Renville,Nikki Haley,Republican,No,198,21.9%,No,0
Minnesota,Rice,Donald Trump,Republican,No,2987,71.5%,No,27
Minnesota,Rice,Nikki Haley,Republican,No,1093,26.2%,No,0
Minnesota,Rock,Donald Trump,Republican,No,721,80.2%,No,27
Minnesota,Rock,Nikki Haley,Republican,No,149,16.6%,No,0
Minnesota,Roseau,Donald Trump,Republican,No,1167,82.0%,No,27
Minnesota,Roseau,Nikki Haley,Republican,No,225,15.8%,No,0
Minnesota,Scott,Donald Trump,Republican,No,7264,69.6%,No,27
Minnesota,Scott,Nikki Haley,Republican,No,2958,28.3%,No,0
Minnesota,Sherburne,Donald Trump,Republican,No,5440,80.1%,No,27
Minnesota,Sherburne,Nikki Haley,Republican,No,1206,17.8%,No,0
Minnesota,Sibley,Donald Trump,Republican,No,972,74.7%,No,27
Minnesota,Sibley,Nikki Haley,Republican,No,296,22.7%,No,0
Minnesota,St. Louis,Donald Trump,Republican,No,8219,70.6%,No,27
Minnesota,St. Louis,Nikki Haley,Republican,No,3138,26.9%,No,0
Minnesota,Stearns,Donald Trump,Republican,No,7245,74.4%,No,27
Minnesota,Stearns,Nikki Haley,Republican,No,2287,23.5%,No,0
Minnesota,Steele,Donald Trump,Republican,No,1858,75.1%,No,27
Minnesota,Steele,Nikki Haley,Republican,No,542,21.9%,No,0
Minnesota,Stevens,Donald Trump,Republican,No,657,76.9%,No,27
Minnesota,Stevens,Nikki Haley,Republican,No,177,20.7%,No,0
Minnesota,Swift,Donald Trump,Republican,No,571,77.2%,No,27
Minnesota,Swift,Nikki Haley,Republican,No,145,19.6%,No,0
Minnesota,Todd,Donald Trump,Republican,No,1709,81.6%,No,27
Minnesota,Todd,Nikki Haley,Republican,No,339,16.2%,No,0
Minnesota,Traverse,Donald Trump,Republican,No,290,78.6%,No,27
Minnesota,Traverse,Nikki Haley,Republican,No,69,18.7%,No,0
Minnesota,Wabasha,Donald Trump,Republican,No,1366,74.7%,No,27
Minnesota,Wabasha,Nikki Haley,Republican,No,416,22.7%,No,0
Minnesota,Wadena,Donald Trump,Republican,No,1041,83.9%,No,27
Minnesota,Wadena,Nikki Haley,Republican,No,179,14.4%,No,0
Minnesota,Waseca,Donald Trump,Republican,No,999,76.1%,No,27
Minnesota,Waseca,Nikki Haley,Republican,No,293,22.3%,No,0
Minnesota,Washington,Donald Trump,Republican,No,10518,64.0%,No,27
Minnesota,Washington,Nikki Haley,Republican,No,5598,34.0%,No,0
Minnesota,Watonwan,Donald Trump,Republican,No,638,73.7%,No,27
Minnesota,Watonwan,Nikki Haley,Republican,No,203,23.4%,No,0
Minnesota,Wilkin,Donald Trump,Republican,No,383,78.3%,No,27
Minnesota,Wilkin,Nikki Haley,Republican,No,93,19.0%,No,0
Minnesota,Winona,Donald Trump,Republican,No,2153,73.1%,No,27
Minnesota,Winona,Nikki Haley,Republican,No,724,24.6%,No,0
Minnesota,Wright,Donald Trump,Republican,No,7433,75.6%,No,27
Minnesota,Wright,Nikki Haley,Republican,No,2197,22.3%,No,0
Minnesota,Yellow Medicine,Donald Trump,Republican,No,728,77.0%,No,27
Minnesota,Yellow Medicine,Nikki Haley,Republican,No,188,19.9%,No,0
North Carolina,Alamance,Donald Trump,Republican,No,13049,78.2%,No,62
North Carolina,Alamance,Nikki Haley,Republican,No,3180,19.0%,No,0
North Carolina,Alexander,Donald Trump,Republican,No,5226,82.8%,No,62
North Carolina,Alexander,Nikki Haley,Republican,No,937,14.9%,No,0
North Carolina,Alleghany,Donald Trump,Republican,No,1873,81.1%,No,62
North Carolina,Alleghany,Nikki Haley,Republican,No,372,16.1%,No,0
North Carolina,Anson,Donald Trump,Republican,No,1386,87.0%,No,62
North Carolina,Anson,Nikki Haley,Republican,No,184,11.5%,No,0
North Carolina,Ashe,Donald Trump,Republican,No,4037,78.3%,No,62
North Carolina,Ashe,Nikki Haley,Republican,No,988,19.2%,No,0
North Carolina,Avery,Donald Trump,Republican,No,3084,78.8%,No,62
North Carolina,Avery,Nikki Haley,Republican,No,700,17.9%,No,0
North Carolina,Beaufort,Donald Trump,Republican,No,6217,81.1%,No,62
North Carolina,Beaufort,Nikki Haley,Republican,No,1250,16.3%,No,0
North Carolina,Bertie,Donald Trump,Republican,No,965,87.8%,No,62
North Carolina,Bertie,Nikki Haley,Republican,No,105,9.5%,No,0
North Carolina,Bladen,Donald Trump,Republican,No,2955,90.4%,No,62
North Carolina,Bladen,Nikki Haley,Republican,No,263,8.0%,No,0
North Carolina,Brunswick,Donald Trump,Republican,No,19072,71.8%,No,62
North Carolina,Brunswick,Nikki Haley,Republican,No,6820,25.7%,No,0
North Carolina,Buncombe,Donald Trump,Republican,No,15649,63.8%,No,62
North Carolina,Buncombe,Nikki Haley,Republican,No,8197,33.4%,No,0
North Carolina,Burke,Donald Trump,Republican,No,9052,78.5%,No,62
North Carolina,Burke,Nikki Haley,Republican,No,2175,18.9%,No,0
North Carolina,Cabarrus,Donald Trump,Republican,No,16780,72.8%,No,62
North Carolina,Cabarrus,Nikki Haley,Republican,No,5563,24.1%,No,0
North Carolina,Caldwell,Donald Trump,Republican,No,9053,81.1%,No,62
North Carolina,Caldwell,Nikki Haley,Republican,No,1858,16.6%,No,0
North Carolina,Camden,Donald Trump,Republican,No,1234,82.9%,No,62
North Carolina,Camden,Nikki Haley,Republican,No,219,14.7%,No,0
North Carolina,Carteret,Donald Trump,Republican,No,11116,78.7%,No,62
North Carolina,Carteret,Nikki Haley,Republican,No,2686,19.0%,No,0
North Carolina,Caswell,Donald Trump,Republican,No,2254,89.9%,No,62
North Carolina,Caswell,Nikki Haley,Republican,No,205,8.2%,No,0
North Carolina,Catawba,Donald Trump,Republican,No,16889,75.5%,No,62
